iter	MultiClass
689	0.006815942649
690	0.00680024833
691	0.006793909774
692	0.006786533138
693	0.006778705746
694	0.006769452851
695	0.00675452846
696	0.006743632779
697	0.006726337107
698	0.006717385169
699	0.006707687773
700	0.006693961457
701	0.006686428268
702	0.006676692695
703	0.006669767969
704	0.006660350414
705	0.006651181998
706	0.006639869802
707	0.00662895343
708	0.006619970734
709	0.006612159609
710	0.006598084345
711	0.006588762061
712	0.006582480673
713	0.006566231614
714	0.006556011843
715	0.006548711436
716	0.006541767652
717	0.006535949405
718	0.006518482532
719	0.006505174391
720	0.006494173364
721	0.006483668184
722	0.006478055657
723	0.006472773859
724	0.006465233413
725	0.00645496723
726	0.006444044783
727	0.006434133932
728	0.006419076017
729	0.00640582543
730	0.006395052889
731	0.006383157714
732	0.006375051215
733	0.006367185399
734	0.006354119988
735	0.006342312627
736	0.006336269631
737	0.006323442364
738	0.006315060744
739	0.006309599131
740	0.006296534221
741	0.006288850737
742	0.006275678063
743	0.00626512852
744	0.006255641056
745	0.006246973317
746	0.006234673999
747	0.00622267743
748	0.006217582133
749	0.006209656503
750	0.006198362387
751	0.00619272097
752	0.006183153996
753	0.006170109121
754	0.006155455185
755	0.006141591644
756	0.006127829897
757	0.006120980765
758	0.006114064859
759	0.006098468417
760	0.006093443966
761	0.00608083137
762	0.006076872395
763	0.006071343697
764	0.006060407344
765	0.006051600634
766	0.006043857672
767	0.006034067083
768	0.006029834463
769	0.00602069916
770	0.006015708607
771	0.006004256105
772	0.005997840003
773	0.005991558893
774	0.005979440858
775	0.00597177641
776	0.005961239983
777	0.005952583858
778	0.0059441481
779	0.005933425127
780	0.005923278484
781	0.005916702208
782	0.005908422471
783	0.005901322315
784	0.005897362263
785	0.005879930871
786	0.005872330567
787	0.005867797006
788	0.005859936576
789	0.005848164106
790	0.005843249778
791	0.005831090974
792	0.005823099752
793	0.005815871729
794	0.005808327193
795	0.005794362994
796	0.00578962466
797	0.00578224077
798	0.005774923317
799	0.00576890795
800	0.005759669638
801	0.00575199374
802	0.005745780894
803	0.005735023348
804	0.005725594076
805	0.005717629646
806	0.005709149414
807	0.005701085943
808	0.005692943853
809	0.005685634717
810	0.005677811421
811	0.005670655579
812	0.005665919055
813	0.005655410633
814	0.005643695587
815	0.005637371158
816	0.005625544829
817	0.005616102185
818	0.005609381343
819	0.00560393097
820	0.005597283928
821	0.005588761738
822	0.005582133521
823	0.005576523521
824	0.005572120627
825	0.00556123214
826	0.005554776784
827	0.005547960529
828	0.005540090034
829	0.005534532579
830	0.005527806041
831	0.005522695145
832	0.005510337086
833	0.005503453626
834	0.005495772336
835	0.005491811746
836	0.005486471307
837	0.005479703479
838	0.005474016835
839	0.005468701784
840	0.005464909021
841	0.005461896744
842	0.005457432045
843	0.005450189741
844	0.005441609148
845	0.005430380165
846	0.005415325503
847	0.00541220092
848	0.005405401472
849	0.005397918599
850	0.005390034875
851	0.005383881057
852	0.00537937723
853	0.005371175233
854	0.005366043437
855	0.005360647941
856	0.005352279452
857	0.005346468008
858	0.005336954535
859	0.005328123817
860	0.005320643762
861	0.005316543243
862	0.005311520416
863	0.005307584019
864	0.005299607239
865	0.005290620189
866	0.005282100658
867	0.005276735461
868	0.005269128774
869	0.005258538922
870	0.00525347489
871	0.005243558626
872	0.005238691903
873	0.005233899915
874	0.005224844205
875	0.005218424888
876	0.005214042375
877	0.005205138196
878	0.005201845217
879	0.005191307988
880	0.005185990193
881	0.00518050409
882	0.005173873758
883	0.005170190517
884	0.005160565115
885	0.005154746298
886	0.005149867471
887	0.005145753809
888	0.005138598714
889	0.005131498054
890	0.005125940843
891	0.005117847149
892	0.005110059815
893	0.005104833386
894	0.00510043427
895	0.005096084832
896	0.005090614245
897	0.00508573544
898	0.005078660393
899	0.005074190601
900	0.005065291103
901	0.00506037606
902	0.005054131929
903	0.005048558512
904	0.00504095277
905	0.005031317333
906	0.00501955874
907	0.005013684182
908	0.005008068734
909	0.004999916577
910	0.004993449979
911	0.004988728605
912	0.004983140705
913	0.004977982908
914	0.004971699563
915	0.004965858671
916	0.004960028989
917	0.004951908864
918	0.004946681234
919	0.004941622554
920	0.004934719561
921	0.004930178595
922	0.004921177385
923	0.004916572509
924	0.004907868583
925	0.004900855588
926	0.004892533796
927	0.004883411429
928	0.004872568986
929	0.004870288132
930	0.004863797457
931	0.004859928715
932	0.004852839203
933	0.004849208376
934	0.004842734637
935	0.004836581163
936	0.004830924636
937	0.004825611399
938	0.00482160315
939	0.004817338062
940	0.004811106327
941	0.004806868401
942	0.004799962676
943	0.004794358458
944	0.004788700991
945	0.004785782063
946	0.004777930678
947	0.00477402471
948	0.004768966206
949	0.004763554397
950	0.004758977575
951	0.00475538549
952	0.004751467266
953	0.004748791762
954	0.00474359572
955	0.004737845338
956	0.004734339217
957	0.004730145368
958	0.004719072294
959	0.004713370761
960	0.004708725632
961	0.004704846581
962	0.004700079735
963	0.004695397128
964	0.004690107075
965	0.004686212762
966	0.004681287011
967	0.004676003105
968	0.004672898387
969	0.004666929763
970	0.004662649879
971	0.004657951559
972	0.004653991302
973	0.004650233005
974	0.004645682003
975	0.004639118168
976	0.004633803274
977	0.004628249847
978	0.004622204234
979	0.004618769522
980	0.004614405079
981	0.004609934108
982	0.004603303755
983	0.00459887368
984	0.004592331991
985	0.004587024771
986	0.004582057982
987	0.004576988559
988	0.004570924405
989	0.004568142466
990	0.004564290737
991	0.004560869121
992	0.004556355601
993	0.004551471858
994	0.00454938325
995	0.0045455506
996	0.0045432457
997	0.004539742739
998	0.004536284801
999	0.004533610486
