iter	Passed	Remaining
380	10489	17042
381	10515	17012
382	10542	16983
383	10567	16952
384	10593	16921
385	10617	16889
386	10643	16859
387	10670	16830
388	10696	16801
389	10722	16770
390	10746	16738
391	10772	16707
392	10796	16675
393	10819	16641
394	10846	16612
395	10871	16581
396	10896	16550
397	10919	16516
398	10943	16484
399	10968	16452
400	10991	16419
401	11015	16386
402	11038	16352
403	11061	16318
404	11085	16286
405	11108	16252
406	11134	16222
407	11158	16190
408	11184	16161
409	11208	16128
410	11232	16097
411	11254	16062
412	11276	16027
413	11301	15996
414	11324	15963
415	11347	15930
416	11369	15895
417	11391	15861
418	11416	15829
419	11438	15796
420	11461	15763
421	11483	15728
422	11506	15695
423	11531	15665
424	11554	15632
425	11578	15601
426	11601	15568
427	11623	15534
428	11648	15503
429	11671	15471
430	11695	15439
431	11718	15407
432	11740	15373
433	11763	15341
434	11786	15309
435	11811	15278
436	11833	15245
437	11855	15212
438	11879	15181
439	11903	15149
440	11928	15119
441	11951	15087
442	11975	15056
443	11998	15025
444	12020	14992
445	12044	14961
446	12067	14928
447	12089	14896
448	12112	14864
449	12135	14832
450	12159	14802
451	12182	14769
452	12204	14736
453	12227	14705
454	12251	14674
455	12274	14643
456	12297	14611
457	12320	14580
458	12345	14550
459	12368	14519
460	12392	14489
461	12416	14458
462	12438	14426
463	12461	14395
464	12484	14363
465	12508	14333
466	12532	14303
467	12556	14274
468	12579	14242
469	12601	14210
470	12624	14178
471	12649	14149
472	12673	14120
473	12697	14089
474	12719	14057
475	12744	14029
476	12767	13998
477	12791	13968
478	12813	13937
479	12836	13906
480	12861	13877
481	12884	13846
482	12907	13816
483	12931	13786
484	12956	13757
485	12979	13726
486	13001	13695
487	13024	13665
488	13048	13635
489	13073	13607
490	13096	13576
491	13118	13545
492	13141	13514
493	13164	13484
494	13189	13455
495	13211	13424
496	13234	13393
497	13257	13364
498	13280	13333
499	13303	13303
500	13326	13272
501	13348	13241
502	13372	13213
503	13395	13182
504	13419	13154
505	13442	13123
506	13464	13092
507	13488	13063
508	13511	13034
509	13535	13004
510	13557	12973
511	13582	12945
512	13605	12915
513	13630	12887
514	13653	12858
515	13676	12828
516	13698	12797
517	13722	12768
518	13744	12738
519	13768	12709
520	13792	12680
521	13814	12650
522	13837	12620
523	13860	12591
524	13885	12563
525	13908	12533
526	13930	12503
527	13954	12474
528	13978	12446
529	14002	12417
530	14026	12388
531	14050	12360
532	14072	12330
533	14095	12300
534	14119	12272
535	14142	12242
536	14167	12215
537	14190	12185
538	14212	12156
539	14235	12126
540	14258	12097
541	14282	12069
542	14304	12039
543	14327	12009
544	14350	11980
545	14374	11952
546	14399	11925
547	14423	11896
548	14445	11866
549	14468	11837
550	14491	11809
551	14515	11780
552	14538	11751
553	14561	11722
554	14584	11693
555	14606	11664
556	14632	11637
557	14656	11609
558	14680	11581
559	14705	11553
560	14730	11527
561	14753	11498
562	14776	11469
563	14799	11440
564	14822	11412
565	14847	11385
566	14872	11357
567	14896	11329
568	14919	11301
569	14943	11273
570	14965	11244
571	14988	11215
572	15011	11186
573	15034	11158
574	15056	11129
575	15080	11100
576	15103	11072
577	15127	11044
578	15151	11016
579	15175	10988
580	15197	10959
581	15220	10931
582	15245	10904
583	15269	10877
584	15293	10849
585	15316	10821
586	15340	10793
587	15363	10765
588	15386	10736
589	15409	10708
590	15432	10680
591	15457	10653
592	15481	10625
593	15504	10597
594	15529	10570
595	15553	10542
596	15576	10514
597	15600	10487
598	15624	10460
599	15648	10432
600	15672	10405
601	15695	10376
602	15717	10347
603	15740	10320
604	15764	10292
605	15788	10265
606	15812	10237
607	15834	10209
608	15857	10181
609	15881	10153
610	15904	10125
611	15929	10099
612	15953	10071
613	15976	10043
614	15998	10015
615	16021	9987
616	16044	9959
617	16067	9931
618	16090	9903
619	16112	9875
620	16136	9848
621	16158	9820
622	16182	9792
623	16206	9765
624	16229	9737
625	16253	9710
626	16274	9681
627	16297	9654
628	16321	9626
629	16344	9599
630	16368	9572
631	16391	9544
632	16413	9515
633	16437	9488
634	16461	9462
635	16485	9435
636	16509	9407
637	16531	9380
638	16555	9352
639	16578	9325
640	16602	9298
641	16625	9270
642	16647	9242
643	16671	9216
644	16694	9188
645	16718	9161
646	16741	9133
647	16763	9105
648	16786	9078
649	16810	9051
650	16833	9024
651	16858	8998
652	16883	8971
653	16908	8945
654	16933	8919
655	16956	8891
656	16978	8863
657	17002	8837
658	17026	8810
659	17050	8783
660	17073	8756
661	17096	8729
662	17119	8701
663	17142	8674
664	17165	8647
665	17189	8620
666	17213	8593
667	17235	8566
668	17258	8538
669	17281	8511
670	17305	8484
671	17331	8459
672	17354	8432
673	17376	8404
674	17399	8377
675	17422	8350
676	17447	8324
677	17470	8297
678	17494	8270
679	17516	8242
680	17539	8215
681	17562	8189
682	17585	8162
683	17607	8134
684	17630	8107
685	17654	8080
686	17678	8054
687	17700	8027
688	17722	7999
689	17747	7973
690	17770	7946
691	17794	7920
692	17816	7892
693	17838	7865
694	17861	7838
695	17885	7811
696	17910	7785
697	17932	7758
698	17954	7731
699	17979	7705
700	18004	7679
701	18028	7652
702	18051	7626
703	18075	7599
704	18097	7572
705	18120	7545
706	18145	7519
707	18170	7494
708	18194	7467
709	18217	7440
710	18240	7414
711	18264	7387
712	18286	7360
713	18310	7334
714	18333	7307
715	18358	7281
716	18381	7255
717	18403	7228
718	18427	7201
719	18451	7175
720	18475	7149
721	18498	7122
722	18524	7097
723	18549	7071
724	18573	7045
725	18599	7019
726	18623	6993
727	18646	6966
728	18669	6940
729	18692	6913
730	18715	6887
731	18740	6861
732	18763	6834
733	18785	6807
734	18809	6781
735	18833	6755
736	18860	6730
737	18884	6704
738	18912	6679
739	18937	6653
740	18964	6628
741	18993	6604
742	19020	6579
743	19047	6553
744	19072	6528
745	19097	6502
746	19120	6475
747	19145	6450
748	19168	6423
749	19195	6398
750	19219	6372
751	19245	6346
752	19270	6321
753	19294	6295
754	19320	6269
755	19345	6243
756	19370	6217
757	19395	6192
758	19420	6166
759	19445	6140
760	19468	6114
761	19495	6089
762	19519	6063
763	19544	6037
764	19568	6011
765	19591	5984
766	19615	5958
767	19639	5932
768	19663	5906
769	19684	5879
770	19708	5853
771	19731	5827
772	19754	5801
773	19777	5774
774	19799	5748
775	19823	5722
776	19846	5696
777	19875	5671
778	19905	5647
779	19930	5621
780	19956	5595
781	19979	5569
782	20005	5544
783	20028	5517
784	20051	5491
785	20074	5465
786	20098	5439
787	20122	5413
788	20145	5387
789	20170	5361
790	20195	5336
791	20219	5310
792	20242	5284
793	20265	5257
794	20288	5231
795	20311	5205
796	20359	5185
797	20399	5163
798	20423	5137
799	20446	5111
800	20470	5085
801	20493	5059
802	20516	5033
803	20539	5007
804	20561	4980
805	20587	4955
806	20609	4928
807	20632	4902
808	20654	4876
809	20678	4850
810	20701	4824
811	20725	4798
812	20800	4784
813	20835	4760
814	20858	4734
815	20884	4709
816	20907	4683
817	20929	4656
818	20953	4630
819	20976	4604
820	21001	4578
821	21023	4552
822	21045	4526
823	21068	4500
824	21090	4473
825	21115	4447
826	21136	4421
827	21159	4395
828	21183	4369
829	21206	4343
830	21227	4317
831	21250	4291
832	21274	4265
833	21298	4239
834	21321	4213
835	21343	4186
836	21366	4160
837	21389	4134
838	21414	4109
839	21438	4083
840	21461	4057
841	21484	4031
842	21507	4005
843	21531	3979
844	21554	3953
845	21578	3927
846	21600	3901
847	21623	3875
848	21647	3850
849	21670	3824
850	21692	3798
851	21714	3772
852	21737	3746
853	21761	3720
854	21784	3694
855	21805	3668
856	21829	3642
857	21853	3616
858	21877	3591
859	21900	3565
860	21921	3539
861	21945	3513
862	21968	3487
863	21991	3461
864	22013	3435
865	22036	3409
866	22060	3384
867	22083	3358
868	22105	3332
869	22128	3306
870	22151	3280
871	22175	3255
872	22198	3229
873	22221	3203
874	22245	3177
875	22269	3152
876	22294	3126
877	22317	3101
878	22341	3075
879	22364	3049
880	22387	3023
881	22410	2998
882	22433	2972
883	22458	2947
884	22480	2921
885	22501	2895
886	22525	2869
887	22547	2843
888	22571	2818
889	22593	2792
890	22616	2766
891	22638	2740
892	22660	2715
893	22683	2689
894	22707	2663
895	22729	2638
896	22752	2612
897	22776	2587
898	22800	2561
899	22823	2535
900	22846	2510
901	22872	2485
902	22895	2459
903	22918	2433
904	22942	2408
905	22966	2382
906	22991	2357
907	23014	2331
908	23038	2306
909	23061	2280
910	23086	2255
911	23109	2229
912	23132	2204
913	23155	2178
914	23179	2153
915	23203	2127
916	23227	2102
917	23251	2076
918	23274	2051
919	23297	2025
920	23321	2000
921	23344	1974
922	23367	1949
923	23390	1923
924	23413	1898
925	23438	1873
926	23461	1847
927	23487	1822
928	23511	1796
929	23534	1771
930	23556	1745
931	23578	1720
932	23603	1694
933	23626	1669
934	23650	1644
935	23672	1618
936	23694	1593
937	23718	1567
938	23742	1542
939	23766	1517
940	23789	1491
941	23814	1466
942	23837	1440
943	23859	1415
944	23882	1390
945	23904	1364
946	23926	1339
947	23950	1313
948	23973	1288
949	23997	1263
950	24020	1237
951	24043	1212
952	24066	1186
953	24088	1161
954	24112	1136
955	24133	1110
956	24156	1085
957	24180	1060
958	24202	1034
959	24224	1009
960	24247	984
961	24270	958
962	24292	933
963	24315	908
964	24337	882
965	24363	857
966	24385	832
967	24407	806
968	24430	781
969	24453	756
970	24478	731
971	24501	705
972	24523	680
973	24547	655
974	24570	630
975	24594	604
976	24616	579
977	24638	554
978	24662	529
979	24685	503
980	24707	478
981	24732	453
982	24755	428
983	24779	402
984	24802	377
985	24826	352
986	24849	327
987	24871	302
988	24894	276
989	24917	251
990	24940	226
991	24962	201
992	24985	176
993	25009	150
994	25032	125
995	25053	100
996	25076	75
997	25099	50
998	25122	25
999	25145	0
